rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,which,response,response_type,environment
127209.79999995232,318,59,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.43,CC,negation
63864.60000002384,19,47,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,1,CC,negation
63864.60000002384,19,47,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0,BEL,negation
34368.800000071526,63,23,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
34368.800000071526,63,23,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
75566.59999996424,88,60,female,English,AmE,graduated college,""":""None.""}",bike,nai,q-stop,stop,lower,FIRST,0.8,notPOST,question
75566.59999996424,88,60,female,English,AmE,graduated college,""":""None.""}",bike,nai,q-stop,stop,lower,SECOND,0.23,PRE,question
38966.79999995232,188,55,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,0.81,notPOST,question
38966.79999995232,188,55,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0.26,PRE,question
57549.89999999991,248,27,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
57549.89999999991,248,27,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
68549.69999999995,172,29,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.78,BEL,question
68549.69999999995,172,29,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,SECOND,1,CC,question
63964.89999997616,553,54,female,English,AmE,graduated college,"""}",petshelter,nai,neg-know,know,higher,FIRST,0.74,BEL,negation
63964.89999997616,553,54,female,English,AmE,graduated college,"""}",petshelter,nai,neg-know,know,higher,SECOND,0.87,CC,negation
58953.90000003576,468,49,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
58953.90000003576,468,49,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
52741.199999809265,289,43,female,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,lower,FIRST,0.27,PRE,question
52741.199999809265,289,43,female,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,lower,SECOND,0.31,notPOST,question
33598.10000000149,284,46,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,0.97,PRE,negation
33598.10000000149,284,46,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,0.93,notPOST,negation
68403.60000002384,291,28,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,FIRST,0.81,notPOST,question
68403.60000002384,291,28,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,SECOND,0.18,PRE,question
66030.39999985695,365,59,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,FIRST,0.89,CC,negation
66030.39999985695,365,59,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,SECOND,0.23,BEL,negation
58664.5,3,57,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
58664.5,3,57,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
53925,419,43,female,English,AmE,hold a higher degree,".""}",petshelter,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
53925,419,43,female,English,AmE,hold a higher degree,".""}",petshelter,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
60161.39999999991,571,26,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0.22999999999999998,notPOST,negation
60161.39999999991,571,26,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,0.9,PRE,negation
54177.899999999965,351,44,preferNoToSay,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,0.69,PRE,negation
54177.899999999965,351,44,preferNoToSay,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,0.71,notPOST,negation
98155.40000000596,74,31,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.2,BEL,negation
98155.40000000596,74,31,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.23,CC,negation
160961.5,429,29,male,English,AmE,hold a higher degree,""":""The key is the difference in emphasis on the word \""know\"" vs the word \""Sue\"". Hearing the speech is VERY DIFFERENT than reading the text. \nEmphasis on \""Sue\"" implies we're questioning whether Sue knows this truth. \nEmphasis on \""know\"" implies we're questioning whether this is a truth.""}",petshelter,ai,q-know,know,higher,FIRST,1,CC,question
160961.5,429,29,male,English,AmE,hold a higher degree,""":""The key is the difference in emphasis on the word \""know\"" vs the word \""Sue\"". Hearing the speech is VERY DIFFERENT than reading the text. \nEmphasis on \""Sue\"" implies we're questioning whether Sue knows this truth. \nEmphasis on \""know\"" implies we're questioning whether this is a truth.""}",petshelter,ai,q-know,know,higher,SECOND,0.53,BEL,question
115817.59999999404,13,63,female,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.22999999999999998,notPOST,question
115817.59999999404,13,63,female,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.79,PRE,question
51454.20000001788,95,61,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0.33,PRE,question
51454.20000001788,95,61,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0.3,notPOST,question
60836.39999999106,32,30,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0,BEL,question
60836.39999999106,32,30,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
139502.79999999702,271,59,male,English,AmE,graduated high school,""":""none""}",subway,nai,neg-know,know,higher,FIRST,0,BEL,negation
139502.79999999702,271,59,male,English,AmE,graduated high school,""":""none""}",subway,nai,neg-know,know,higher,SECOND,0.52,CC,negation
41066.79999998212,43,54,non-binary,English,AmE,some college,""":""none""}",petshelter,ai,q-know,know,higher,FIRST,1,CC,question
41066.79999998212,43,54,non-binary,English,AmE,some college,""":""none""}",petshelter,ai,q-know,know,higher,SECOND,0.65,BEL,question
96245,111,64,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0.020000000000000018,notPOST,negation
96245,111,64,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
53360.90000000002,557,40,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,FIRST,0.14,PRE,question
53360.90000000002,557,40,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,SECOND,0.02,notPOST,question
53445.69999998808,346,38,female,English,AmE,hold a higher degree,""":""n/a""}",petshelter,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
53445.69999998808,346,38,female,English,AmE,hold a higher degree,""":""n/a""}",petshelter,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
71981,155,30,female,English,AmE,graduated high school,""":""Thank you!""}",subway,ai,q-know,know,higher,FIRST,0.84,CC,question
71981,155,30,female,English,AmE,graduated high school,""":""Thank you!""}",subway,ai,q-know,know,higher,SECOND,0.18,BEL,question
50414.70000004768,184,29,male,English,AmE,graduated high school,""":""""}",subway,nai,q-know,know,lower,FIRST,0.67,BEL,question
50414.70000004768,184,29,male,English,AmE,graduated high school,""":""""}",subway,nai,q-know,know,lower,SECOND,0.68,CC,question
37221.59999996424,78,71,female,English,AmE,some college,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,0.95,PRE,negation
37221.59999996424,78,71,female,English,AmE,some college,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,0.88,notPOST,negation
47555.10000038147,220,36,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0.08999999999999997,notPOST,negation
47555.10000038147,220,36,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
114591.90000009535,50,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0.84,PRE,question
114591.90000009535,50,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0.17,notPOST,question
47798.5,292,30,male,English,AmE,graduated high school,""":""None come to mind""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
47798.5,292,30,male,English,AmE,graduated high school,""":""None come to mind""}",subway,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
90690.5,415,35,female,English,AmE,graduated high school,""":""""}",subway,nai,q-stop,stop,higher,FIRST,0.020000000000000018,notPOST,question
90690.5,415,35,female,English,AmE,graduated high school,""":""""}",subway,nai,q-stop,stop,higher,SECOND,0.92,PRE,question
57499.10000000894,268,55,female,English,AmE,graduated college,""":""na""}",subway,ai,neg-stop,stop,lower,FIRST,0.99,PRE,negation
57499.10000000894,268,55,female,English,AmE,graduated college,""":""na""}",subway,ai,neg-stop,stop,lower,SECOND,0.99,notPOST,negation
43776.40000000596,81,57,preferNoToSay,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,FIRST,0.98,notPOST,question
43776.40000000596,81,57,preferNoToSay,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,SECOND,0.62,PRE,question
56460.800000190735,394,52,female,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,FIRST,0,CC,negation
56460.800000190735,394,52,female,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,SECOND,0,BEL,negation
42018,77,55,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.34,BEL,question
42018,77,55,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.8,CC,question
71061.19999998808,12,44,male,English,AmE,graduated high school,". Thanks.""}",subway,nai,neg-stop,stop,higher,FIRST,0.040000000000000036,notPOST,negation
71061.19999998808,12,44,male,English,AmE,graduated high school,". Thanks.""}",subway,nai,neg-stop,stop,higher,SECOND,0.97,PRE,negation
205974.19999998808,25,52,female,English,AmE,some college,""":""na""}",bike,nai,q-stop,stop,lower,FIRST,0.17000000000000004,notPOST,question
205974.19999998808,25,52,female,English,AmE,some college,""":""na""}",bike,nai,q-stop,stop,lower,SECOND,0.99,PRE,question
123081.19999999552,187,52,male,English,AmE,hold a higher degree,""":"" none""}",bike,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
123081.19999999552,187,52,male,English,AmE,hold a higher degree,""":"" none""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
63299,389,38,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,higher,FIRST,0.15,BEL,negation
63299,389,38,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,higher,SECOND,0.31,CC,negation
35534.40000000596,38,62,male,English,AmE,some college,".""}",petshelter,nai,q-stop,stop,lower,FIRST,1,notPOST,question
35534.40000000596,38,62,male,English,AmE,some college,".""}",petshelter,nai,q-stop,stop,lower,SECOND,0,PRE,question
39018,138,21,female,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
39018,138,21,female,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
78149,218,56,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0.96,notPOST,negation
78149,218,56,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,0.04,PRE,negation
180449.80000007153,206,42,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0.03,CC,question
180449.80000007153,206,42,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.02,BEL,question
51110.69999999553,568,47,male,English,AmE,hold a higher degree,""":""interesting survey - thanks""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
51110.69999999553,568,47,male,English,AmE,hold a higher degree,""":""interesting survey - thanks""}",subway,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
65706.59999996424,5,41,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,1,CC,question
65706.59999996424,5,41,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.19,BEL,question
30717.300000190735,263,25,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.83,CC,negation
30717.300000190735,263,25,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.28,BEL,negation
67065.09999999963,400,44,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
67065.09999999963,400,44,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
63414.29999995232,119,29,female,English,AmE,hold a higher degree,""":""""}",bike,ai,q-know,know,lower,FIRST,0,CC,question
63414.29999995232,119,29,female,English,AmE,hold a higher degree,""":""""}",bike,ai,q-know,know,lower,SECOND,0,BEL,question
68455.70000001788,76,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.82,BEL,question
68455.70000001788,76,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
56982.70000000298,458,45,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0.78,CC,question
56982.70000000298,458,45,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.37,BEL,question
89678.59999999404,105,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,higher,FIRST,0.27,BEL,question
89678.59999999404,105,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,higher,SECOND,1,CC,question
49243,235,29,female,English,AmE,some high school,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.62,BEL,negation
49243,235,29,female,English,AmE,some high school,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,1,CC,negation
35661.5,443,47,male,English,AmE,graduated college,""":""None""}",subway,ai,q-know,know,lower,FIRST,0.13,CC,question
35661.5,443,47,male,English,AmE,graduated college,""":""None""}",subway,ai,q-know,know,lower,SECOND,0.15,BEL,question
160175,68,43,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
160175,68,43,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
80727,531,68,male,English,AmE,some college,""":""n/a""}",petshelter,nai,q-stop,stop,lower,FIRST,1,notPOST,question
80727,531,68,male,English,AmE,some college,""":""n/a""}",petshelter,nai,q-stop,stop,lower,SECOND,0,PRE,question
42926.39999997616,31,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,0.81,CC,negation
42926.39999997616,31,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.39,BEL,negation
59779,140,31,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
59779,140,31,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
47343.20000004768,340,32,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.43,CC,negation
47343.20000004768,340,32,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.17,BEL,negation
31895.69999998808,385,36,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,FIRST,0,CC,question
31895.69999998808,385,36,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,SECOND,0.01,BEL,question
35801.40000003576,1,44,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,FIRST,0.5,BEL,negation
35801.40000003576,1,44,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,SECOND,1,CC,negation
151079,65,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
151079,65,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0,notPOST,question
112385.19999992847,4,34,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.65,BEL,question
112385.19999992847,4,34,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,SECOND,0.9,CC,question
84201,147,51,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.88,CC,negation
84201,147,51,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.79,BEL,negation
43371.29999995232,405,28,non-binary,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
43371.29999995232,405,28,non-binary,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
43771,465,40,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-stop,stop,higher,FIRST,1,PRE,question
43771,465,40,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-stop,stop,higher,SECOND,0.8,notPOST,question
54854.20000004768,507,45,female,English,AmE,some college,""":""I mean it wouldn't make sense for someone allergic to volunteer at the shelter, but his assistant said they did. So its strange and I gave it a neutral score.""}",petshelter,nai,neg-stop,stop,lower,FIRST,0.49,notPOST,negation
54854.20000004768,507,45,female,English,AmE,some college,""":""I mean it wouldn't make sense for someone allergic to volunteer at the shelter, but his assistant said they did. So its strange and I gave it a neutral score.""}",petshelter,nai,neg-stop,stop,lower,SECOND,0.5,PRE,negation
34219.90000003576,280,37,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.49,BEL,question
34219.90000003576,280,37,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.5,CC,question
62605.80000001192,487,43,preferNoToSay,English,AmE,some college," at this time""}",petshelter,ai,neg-know,know,higher,FIRST,0.98,CC,negation
62605.80000001192,487,43,preferNoToSay,English,AmE,some college," at this time""}",petshelter,ai,neg-know,know,higher,SECOND,1,BEL,negation
167958.19999998808,495,51,female,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.75,BEL,question
167958.19999998808,495,51,female,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,SECOND,0.77,CC,question
57682,41,43,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,FIRST,0.21999999999999997,notPOST,question
57682,41,43,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,SECOND,1,PRE,question
44104.5,516,51,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.78,BEL,question
44104.5,516,51,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.8,CC,question
37710,39,32,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,FIRST,0,CC,question
37710,39,32,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,SECOND,0.23,BEL,question
58760.69999998808,541,50,female,English,AmE,some college," except \""Best wishes as you continue with your research project.\""""}",subway,nai,q-stop,stop,higher,FIRST,0.69,notPOST,question
58760.69999998808,541,50,female,English,AmE,some college," except \""Best wishes as you continue with your research project.\""""}",subway,nai,q-stop,stop,higher,SECOND,0.98,PRE,question
34026,344,34,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0.49,notPOST,negation
34026,344,34,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,0.74,PRE,negation
92820.90000003576,96,71,female,English,AmE,hold a higher degree,". Thank you for the opportunity to participate.""}",subway,ai,neg-know,know,lower,FIRST,0.41,CC,negation
92820.90000003576,96,71,female,English,AmE,hold a higher degree,". Thank you for the opportunity to participate.""}",subway,ai,neg-know,know,lower,SECOND,0.37,BEL,negation
89149.10000002384,440,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.53,BEL,question
89149.10000002384,440,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.56,CC,question
50383,181,26,male,English,AmE,graduated high school,""":""""}",bike,nai,neg-know,know,higher,FIRST,0.01,BEL,negation
50383,181,26,male,English,AmE,graduated high school,""":""""}",bike,nai,neg-know,know,higher,SECOND,0.37,CC,negation
62061.59999999963,554,41,male,English,AmE,graduated college,""":""The study was clear.  Thank you for the opportunity!""}",subway,nai,q-stop,stop,lower,FIRST,0.85,notPOST,question
62061.59999999963,554,41,male,English,AmE,graduated college,""":""The study was clear.  Thank you for the opportunity!""}",subway,nai,q-stop,stop,lower,SECOND,0.13,PRE,question
30204.19999998808,567,33,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.7,CC,negation
30204.19999998808,567,33,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.43,BEL,negation
84378,131,60,female,English,AmE,some college,""":""X""}",petshelter,nai,q-know,know,lower,FIRST,0.22,BEL,question
84378,131,60,female,English,AmE,some college,""":""X""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
39627,6,40,female,English,AmE,graduated high school,""":""None""}",subway,ai,neg-know,know,higher,FIRST,0.9,CC,negation
39627,6,40,female,English,AmE,graduated high school,""":""None""}",subway,ai,neg-know,know,higher,SECOND,0.24,BEL,negation
37580.39999961853,352,36,male,English,AmE,graduated college,""":""None! Ty""}",petshelter,ai,q-stop,stop,higher,FIRST,0.81,PRE,question
37580.39999961853,352,36,male,English,AmE,graduated college,""":""None! Ty""}",petshelter,ai,q-stop,stop,higher,SECOND,0.5,notPOST,question
79990.60000002384,216,65,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,FIRST,0.15,CC,question
79990.60000002384,216,65,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,SECOND,0.17,BEL,question
131408.5,387,27,male,English,AmE,graduated college,""":""i had no issues with the study""}",petshelter,ai,q-stop,stop,lower,FIRST,0.19,PRE,question
131408.5,387,27,male,English,AmE,graduated college,""":""i had no issues with the study""}",petshelter,ai,q-stop,stop,lower,SECOND,0.19,notPOST,question
64387,152,68,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,higher,FIRST,0.9,PRE,negation
64387,152,68,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,higher,SECOND,0.86,notPOST,negation
34682.5,14,51,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
34682.5,14,51,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
32914.79999999999,83,45,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.79,PRE,question
32914.79999999999,83,45,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,1,notPOST,question
42276,137,33,male,English,AmE,some college,".""}",bike,nai,q-stop,stop,higher,FIRST,0.51,notPOST,question
42276,137,33,male,English,AmE,some college,".""}",bike,nai,q-stop,stop,higher,SECOND,0.48,PRE,question
66211.10000014305,176,44,male,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,FIRST,0,notPOST,question
66211.10000014305,176,44,male,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,SECOND,0,PRE,question
161803,551,28,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
161803,551,28,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
56421,70,50,male,English,AmE,some college,""":""Keep up the good work!""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
56421,70,50,male,English,AmE,some college,""":""Keep up the good work!""}",subway,ai,q-know,know,higher,SECOND,1,BEL,question
49525,233,38,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
49525,233,38,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0,notPOST,question
51942.70000004768,485,40,male,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
51942.70000004768,485,40,male,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
54514.60000002384,547,25,male,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,FIRST,0.23,BEL,negation
54514.60000002384,547,25,male,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,SECOND,0.25,CC,negation
112806.89999999852,145,48,female,English,AmE,graduated college," and no issues. Good luck on your research. ""}",petshelter,ai,q-know,know,lower,FIRST,0.09,CC,question
112806.89999999852,145,48,female,English,AmE,graduated college," and no issues. Good luck on your research. ""}",petshelter,ai,q-know,know,lower,SECOND,0.17,BEL,question
66545.5,245,26,preferNoToSay,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,FIRST,0.63,CC,question
66545.5,245,26,preferNoToSay,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.73,BEL,question
40625.09999999404,251,65,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,FIRST,0.87,CC,question
40625.09999999404,251,65,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,SECOND,0.91,BEL,question
70034.69999998808,195,33,male,English,AmE,graduated college,""":""I initially assumed that whoever asked about Charlie (the germaphobe, I might have the name wrong) was unaware if Charlie rode the subway before being promoted, and the question was simply worded poorly. In hindsight, it's likely the person asking the question knew that Charlie did ride the subway before the promotion. If I realized this earlier, I might have answered differently.""}",subway,nai,q-stop,stop,lower,FIRST,0.6799999999999999,notPOST,question
70034.69999998808,195,33,male,English,AmE,graduated college,""":""I initially assumed that whoever asked about Charlie (the germaphobe, I might have the name wrong) was unaware if Charlie rode the subway before being promoted, and the question was simply worded poorly. In hindsight, it's likely the person asking the question knew that Charlie did ride the subway before the promotion. If I realized this earlier, I might have answered differently.""}",subway,nai,q-stop,stop,lower,SECOND,0.32,PRE,question
43467.89999997616,490,35,male,English,AmE,hold a higher degree,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0.12,notPOST,negation
43467.89999997616,490,35,male,English,AmE,hold a higher degree,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
97360.10000000056,368,29,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,1,notPOST,question
97360.10000000056,368,29,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0,PRE,question
67631,572,38,male,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,FIRST,0,CC,question
67631,572,38,male,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,SECOND,0,BEL,question
50929.20000001788,381,44,female,English,AmE,graduated college,""":""n/a""}",subway,ai,neg-know,know,lower,FIRST,0.18,CC,negation
50929.20000001788,381,44,female,English,AmE,graduated college,""":""n/a""}",subway,ai,neg-know,know,lower,SECOND,0.38,BEL,negation
45682.69999998808,342,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.51,PRE,question
45682.69999998808,342,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.5,notPOST,question
