rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,responseFIRST,responseSECOND,responseFIRSTtype,responseSECONDtype
53280.39999999991,206,48,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,0,0.56,BEL,CC
56779.5,353,52,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,0.99,0,notPOST,PRE
127209.79999995232,354,59,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,0.5,0.43,BEL,CC
63864.60000002384,25,47,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-know,know,higher,1,0,CC,BEL
34368.800000071526,72,23,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,1,0,PRE,notPOST
75566.59999996424,99,60,female,English,AmE,graduated college,""":""None.""}",bike,nai,q-stop,stop,lower,0.8,0.23,notPOST,PRE
38966.79999995232,208,55,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,0.81,0.26,notPOST,PRE
57549.89999999991,277,27,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,1,1,PRE,notPOST
68549.69999999995,188,29,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,0.78,1,BEL,CC
63964.89999997616,611,54,female,English,AmE,graduated college,"""}",petshelter,nai,neg-know,know,higher,0.74,0.87,BEL,CC
58953.90000003576,518,49,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
52741.199999809265,321,43,female,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,lower,0.27,0.69,PRE,notPOST
33598.10000000149,316,46,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-stop,stop,lower,0.97,0.06999999999999995,PRE,notPOST
68403.60000002384,323,28,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,0.81,0.18,notPOST,PRE
66030.39999985695,405,59,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,0.89,0.23,CC,BEL
58664.5,4,57,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,higher,0,1,notPOST,PRE
53925,467,43,female,English,AmE,hold a higher degree,".""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
60161.39999999991,631,26,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,0.22999999999999998,0.9,notPOST,PRE
54177.899999999965,390,44,preferNoToSay,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,0.69,0.29000000000000004,PRE,notPOST
98155.40000000596,83,31,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,0.2,0.23,BEL,CC
160961.5,477,29,male,English,AmE,hold a higher degree,""":""The key is the difference in emphasis on the word \""know\"" vs the word \""Sue\"". Hearing the speech is VERY DIFFERENT than reading the text. \nEmphasis on \""Sue\"" implies we're questioning whether Sue knows this truth. \nEmphasis on \""know\"" implies we're questioning whether this is a truth.""}",petshelter,ai,q-know,know,higher,1,0.53,CC,BEL
115817.59999999404,17,63,female,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,0.22999999999999998,0.79,notPOST,PRE
51454.20000001788,108,61,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,0.33,0.7,PRE,notPOST
60836.39999999106,39,30,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,0,0,BEL,CC
139502.79999999702,302,59,male,English,AmE,graduated high school,""":""none""}",subway,nai,neg-know,know,higher,0,0.52,BEL,CC
41066.79999998212,52,54,non-binary,English,AmE,some college,""":""none""}",petshelter,ai,q-know,know,higher,1,0.65,CC,BEL
96245,124,64,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,0.020000000000000018,1,notPOST,PRE
53360.90000000002,617,40,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,0.14,0.98,PRE,notPOST
53445.69999998808,385,38,female,English,AmE,hold a higher degree,""":""n/a""}",petshelter,ai,neg-stop,stop,lower,1,0,PRE,notPOST
71981,171,30,female,English,AmE,graduated high school,""":""Thank you!""}",subway,ai,q-know,know,higher,0.84,0.18,CC,BEL
50414.70000004768,204,29,male,English,AmE,graduated high school,""":""""}",subway,nai,q-know,know,lower,0.67,0.68,BEL,CC
37221.59999996424,88,71,female,English,AmE,some college,""":""""}",bike,ai,neg-stop,stop,higher,0.95,0.12,PRE,notPOST
47555.10000038147,248,36,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,0.08999999999999997,1,notPOST,PRE
114591.90000009535,59,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,0.84,0.83,PRE,notPOST
47798.5,324,30,male,English,AmE,graduated high school,""":""None come to mind""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
90690.5,462,35,female,English,AmE,graduated high school,""":""""}",subway,nai,q-stop,stop,higher,0.020000000000000018,0.92,notPOST,PRE
57499.10000000894,299,55,female,English,AmE,graduated college,""":""na""}",subway,ai,neg-stop,stop,lower,0.99,0.010000000000000009,PRE,notPOST
43776.40000000596,91,57,preferNoToSay,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,0.98,0.62,notPOST,PRE
56460.800000190735,437,52,female,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,0,0,CC,BEL
42018,87,55,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,0.34,0.8,BEL,CC
71061.19999998808,15,44,male,English,AmE,graduated high school,". Thanks.""}",subway,nai,neg-stop,stop,higher,0.040000000000000036,0.97,notPOST,PRE
205974.19999998808,32,52,female,English,AmE,some college,""":""na""}",bike,nai,q-stop,stop,lower,0.17000000000000004,0.99,notPOST,PRE
123081.19999999552,207,52,male,English,AmE,hold a higher degree,""":"" none""}",bike,nai,neg-stop,stop,higher,0,1,notPOST,PRE
63299,432,38,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,higher,0.15,0.31,BEL,CC
35534.40000000596,46,62,male,English,AmE,some college,".""}",petshelter,nai,q-stop,stop,lower,1,0,notPOST,PRE
39018,153,21,female,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,0,1,notPOST,PRE
78149,246,56,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0.96,0.04,notPOST,PRE
180449.80000007153,232,42,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,0.03,0.02,CC,BEL
51110.69999999553,628,47,male,English,AmE,hold a higher degree,""":""interesting survey - thanks""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
65706.59999996424,6,41,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,1,0.19,CC,BEL
30717.300000190735,294,25,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,0.83,0.28,CC,BEL
67065.09999999963,443,44,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,lower,0,1,notPOST,PRE
63414.29999995232,132,29,female,English,AmE,hold a higher degree,""":""""}",bike,ai,q-know,know,lower,0,0,CC,BEL
68455.70000001788,86,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,0.82,0,BEL,CC
56982.70000000298,507,45,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,0.78,0.37,CC,BEL
89678.59999999404,118,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,higher,0.27,1,BEL,CC
49243,263,29,female,English,AmE,some high school,""":""""}",petshelter,nai,neg-know,know,higher,0.62,1,BEL,CC
35661.5,492,47,male,English,AmE,graduated college,""":""None""}",subway,ai,q-know,know,lower,0.13,0.15,CC,BEL
160175,77,43,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,lower,1,0,PRE,notPOST
80727,588,68,male,English,AmE,some college,""":""n/a""}",petshelter,nai,q-stop,stop,lower,1,0,notPOST,PRE
42926.39999997616,38,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,0.81,0.39,CC,BEL
59779,155,31,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
47343.20000004768,379,32,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,0.43,0.17,CC,BEL
31895.69999998808,428,36,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,0,0.01,CC,BEL
35801.40000003576,1,44,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,0.5,1,BEL,CC
151079,74,32,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,0,1,PRE,notPOST
112385.19999992847,5,34,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,0.65,0.9,BEL,CC
84201,163,51,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,0.88,0.79,CC,BEL
43371.29999995232,449,28,non-binary,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,higher,0,1,notPOST,PRE
43771,515,40,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-stop,stop,higher,1,0.19999999999999996,PRE,notPOST
54854.20000004768,562,45,female,English,AmE,some college,""":""I mean it wouldn't make sense for someone allergic to volunteer at the shelter, but his assistant said they did. So its strange and I gave it a neutral score.""}",petshelter,nai,neg-stop,stop,lower,0.49,0.5,notPOST,PRE
34219.90000003576,311,37,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,0.49,0.5,BEL,CC
62605.80000001192,540,43,preferNoToSay,English,AmE,some college," at this time""}",petshelter,ai,neg-know,know,higher,0.98,1,CC,BEL
167958.19999998808,549,51,female,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,0.75,0.77,BEL,CC
57682,49,43,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,0.21999999999999997,1,notPOST,PRE
44104.5,572,51,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,0.78,0.8,BEL,CC
37710,47,32,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,0,0.23,CC,BEL
58760.69999998808,598,50,female,English,AmE,some college," except \""Best wishes as you continue with your research project.\""""}",subway,nai,q-stop,stop,higher,0.69,0.98,notPOST,PRE
34026,383,34,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0.49,0.74,notPOST,PRE
92820.90000003576,109,71,female,English,AmE,hold a higher degree,". Thank you for the opportunity to participate.""}",subway,ai,neg-know,know,lower,0.41,0.37,CC,BEL
89149.10000002384,489,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,higher,0.53,0.56,BEL,CC
50383,201,26,male,English,AmE,graduated high school,""":""""}",bike,nai,neg-know,know,higher,0.01,0.37,BEL,CC
62061.59999999963,613,41,male,English,AmE,graduated college,""":""The study was clear.  Thank you for the opportunity!""}",subway,nai,q-stop,stop,lower,0.85,0.13,notPOST,PRE
30204.19999998808,627,33,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,0.7,0.43,CC,BEL
84378,146,60,female,English,AmE,some college,""":""X""}",petshelter,nai,q-know,know,lower,0.22,0,BEL,CC
39627,7,40,female,English,AmE,graduated high school,""":""None""}",subway,ai,neg-know,know,higher,0.9,0.24,CC,BEL
37580.39999961853,391,36,male,English,AmE,graduated college,""":""None! Ty""}",petshelter,ai,q-stop,stop,higher,0.81,0.5,PRE,notPOST
79990.60000002384,244,65,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,0.15,0.17,CC,BEL
131408.5,430,27,male,English,AmE,graduated college,""":""i had no issues with the study""}",petshelter,ai,q-stop,stop,lower,0.19,0.81,PRE,notPOST
64387,168,68,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,higher,0.9,0.14,PRE,notPOST
34682.5,19,51,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
32914.79999999999,93,45,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,0.79,0,PRE,notPOST
42276,152,33,male,English,AmE,some college,".""}",bike,nai,q-stop,stop,higher,0.51,0.48,notPOST,PRE
66211.10000014305,192,44,male,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,0,0,notPOST,PRE
161803,609,28,female,English,AmE,hold a higher degree,""":""""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
56421,79,50,male,English,AmE,some college,""":""Keep up the good work!""}",subway,ai,q-know,know,higher,1,1,CC,BEL
49525,261,38,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,0,1,PRE,notPOST
51942.70000004768,538,40,male,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,1,0,PRE,notPOST
54514.60000002384,605,25,male,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,0.23,0.25,BEL,CC
112806.89999999852,161,48,female,English,AmE,graduated college," and no issues. Good luck on your research. ""}",petshelter,ai,q-know,know,lower,0.09,0.17,CC,BEL
66545.5,274,26,preferNoToSay,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,0.63,0.73,CC,BEL
40625.09999999404,281,65,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,0.87,0.91,CC,BEL
70034.69999998808,217,33,male,English,AmE,graduated college,""":""I initially assumed that whoever asked about Charlie (the germaphobe, I might have the name wrong) was unaware if Charlie rode the subway before being promoted, and the question was simply worded poorly. In hindsight, it's likely the person asking the question knew that Charlie did ride the subway before the promotion. If I realized this earlier, I might have answered differently.""}",subway,nai,q-stop,stop,lower,0.6799999999999999,0.32,notPOST,PRE
43467.89999997616,544,35,male,English,AmE,hold a higher degree,""":""""}",subway,nai,neg-stop,stop,higher,0.12,1,notPOST,PRE
97360.10000000056,411,29,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,1,0,notPOST,PRE
67631,632,38,male,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,0,0,CC,BEL
50929.20000001788,424,44,female,English,AmE,graduated college,""":""n/a""}",subway,ai,neg-know,know,lower,0.18,0.38,CC,BEL
45682.69999998808,381,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,0.51,0.5,PRE,notPOST
62741.59999996424,265,42,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,1,0,notPOST,PRE
53197.70000004768,592,41,male,English,AmE,graduated college,""":""Seemed too simple""}",petshelter,ai,q-know,know,lower,0.81,0.66,CC,BEL
74027.60000002384,589,25,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,0.4,0.74,BEL,CC
72960,224,36,male,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
74849.40000000037,394,54,female,English,AmE,hold a higher degree,""":""n/a""}",subway,nai,neg-know,know,higher,0.36,0.77,BEL,CC
31216.5,402,34,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,lower,0.01,0,CC,BEL
52903,147,35,male,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,higher,0.82,0.56,CC,BEL
159648,483,25,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,0.06999999999999995,0.21,notPOST,PRE
46895.79999995232,249,36,female,English,AmE,some high school,""":""""}",bike,nai,q-stop,stop,lower,0.45999999999999996,0.47,notPOST,PRE
31036.5,26,47,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,0,1,notPOST,PRE
76524.5,571,69,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,0.65,0.5,CC,BEL
88753,422,41,male,English,AmE,some college,""":""n/a""}",petshelter,ai,q-know,know,higher,0.74,0.5,CC,BEL
75402.69999999553,384,29,male,English,AmE,graduated college,""":""N/A""}",subway,nai,q-stop,stop,higher,0.42000000000000004,0.57,notPOST,PRE
100884.70000004768,594,39,male,English,AmE,some college,""":""""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
36442.80000001192,82,41,male,English,AmE,graduated high school,""":""""}",bike,nai,neg-stop,stop,lower,0,1,notPOST,PRE
44854.40000003576,634,51,female,English,AmE,hold a higher degree,""":""""}",bike,nai,q-know,know,lower,0.81,0.29,BEL,CC
74115.60000002384,303,57,female,English,AmE,hold a higher degree,"""}",bike,nai,q-stop,stop,lower,0.28,1,notPOST,PRE
82359.69999999972,441,51,female,English,AmE,graduated high school,""":""""}",bike,nai,neg-stop,stop,lower,1,1,notPOST,PRE
67733.40000000596,255,38,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,0,1,notPOST,PRE
60594.30000001192,484,64,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,0.86,0.14,PRE,notPOST
180701.30000001192,603,33,male,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,lower,1,1,notPOST,PRE
83475.79999999981,608,32,male,English,AmE,graduated high school,""":""N/A""}",petshelter,nai,q-know,know,higher,0.72,0.88,BEL,CC
51270.59999999404,509,45,preferNoToSay,English,AmE,graduated college,""":""Thanks.""}",petshelter,nai,q-stop,stop,higher,0.48,0.6,notPOST,PRE
54902,559,25,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,0.49,0.76,BEL,CC
38347,410,61,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-know,know,higher,0.71,0.82,BEL,CC
44771.60000000149,225,38,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,0,1,notPOST,PRE
118033.79999998212,325,31,male,English,AmE,graduated college,""":""This was simple. ""}",petshelter,ai,q-know,know,higher,1,1,CC,BEL
30200.40000000596,456,64,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-stop,stop,higher,0.12,0.99,notPOST,PRE
52630.09999999963,18,55,female,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,higher,0.75,0.5,PRE,notPOST
108790.5,238,58,male,English,AmE,graduated college,""":""20 miles is a long way for daily commutes on a bike.  I used to ride 20 or more miles at a time on my bike but I would probably not want to do that for work due to weather.  I had a bad crash once when it was raining.""}",bike,nai,neg-know,know,lower,0,0.28,BEL,CC
55831.79999995232,459,30,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,0.81,0.33999999999999997,PRE,notPOST
84443.60000000894,229,61,female,English,AmE,graduated college,""":""The pet shelter question is an interesting twist""}",petshelter,nai,q-stop,stop,higher,0.25,0.8,notPOST,PRE
71789.20000004768,100,57,female,English,AmE,graduated college,".""}",subway,ai,q-stop,stop,higher,0.82,0.18000000000000005,PRE,notPOST
73944.19999998808,41,45,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,0,1,BEL,CC
74459.09999999404,268,54,male,English,AmE,graduated high school,""":""none""}",bike,ai,q-know,know,higher,1,0.5,CC,BEL
71447.5,604,62,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,0.49,0.52,BEL,CC
401611.60000002384,466,34,male,English,AmE,graduated high school,""":""N/A""}",subway,nai,q-stop,stop,lower,0,0.7,notPOST,PRE
106367.79999998212,288,52,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-stop,stop,higher,0.13,1,notPOST,PRE
86530.79999995232,313,79,female,English,AmE,some college,""":""thanks for letting me do this study""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
38403,29,47,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,lower,0.74,0.69,notPOST,PRE
100934.60000000148,566,38,female,English,AmE,some college,""":""I liked the set up of this one, it was quite fun""}",bike,ai,q-know,know,higher,0.98,0.18,CC,BEL
42544.10000000056,199,37,male,English,AmE,some college,""":""NA""}",subway,nai,q-stop,stop,higher,0,1,notPOST,PRE
92662.5,482,53,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-know,know,higher,0.51,0.51,BEL,CC
58870.39999999851,377,27,male,English,AmE,some college,""":""None""}",bike,nai,neg-know,know,higher,0.49,0.65,BEL,CC
47327.40000000002,2,32,male,English,AmE,graduated high school,""":""Thank you!""}",petshelter,ai,q-know,know,higher,1,0.47,CC,BEL
80477.09999999776,144,36,female,English,AmE,some college,""":""""}",subway,nai,q-stop,stop,higher,0.07999999999999996,1,notPOST,PRE
43285.300000071526,448,43,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
82673,278,43,male,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,0.13,0.32,notPOST,PRE
46123,22,34,male,English,AmE,graduated high school,""":""none""}",subway,ai,q-stop,stop,higher,0.69,0.84,PRE,notPOST
43253,84,71,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,lower,0.050000000000000044,0.96,notPOST,PRE
86362.59999999404,453,55,female,English,AmE,hold a higher degree,""":""Grammatically, I think this sentence meant that Charley did volunteer. She is saying that Sue didn't know that he did. ""}",petshelter,ai,neg-know,know,lower,1,0.98,CC,BEL
88648.10000002384,561,72,female,English,AmE,graduated high school,""":""Thank you""}",bike,ai,q-know,know,higher,0.96,1,CC,BEL
60950.09999990463,160,26,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,higher,0.64,0.62,notPOST,PRE
41385.60000038147,612,29,female,English,AmE,graduated high school,""":""""}",petshelter,ai,neg-stop,stop,higher,0.96,0.06000000000000005,PRE,notPOST
137405.8999999985,209,41,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,0.98,0.06000000000000005,PRE,notPOST
64783.20000004768,367,48,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-stop,stop,higher,0.14,1,notPOST,PRE
51640.70000004768,16,56,female,English,AmE,some college,""":""""}",bike,ai,q-know,know,higher,0.74,0.5,CC,BEL
49445,346,40,female,English,AmE,some college,""":""Thank you! I hope you have an amazing day! ""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
55685.5,198,48,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,0.83,0.14,PRE,notPOST
50590,407,35,preferNoToSay,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,lower,0.26,0.77,BEL,CC
76389,510,66,male,English,AmE,hold a higher degree,""":""Mike is seeking information from a third party about Sue's awareness of Charley's bike practice.  There's no indication that she's not aware, possibly that she's not available to be spoken to directly. ""}",bike,ai,q-know,know,higher,1,0.49,CC,BEL
58409.39999997616,359,71,female,English,AmE,some college,""":""""}",bike,ai,q-know,know,higher,0.66,0.64,CC,BEL
62964.60000002384,211,55,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,0.16,0.37,CC,BEL
54563.90000009537,408,37,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,0.76,0.9,BEL,CC
33577,395,30,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-stop,stop,higher,1,1,notPOST,PRE
138480.30000001192,543,26,female,English,AmE,some college,""":""none""}",bike,ai,q-know,know,higher,1,0.63,CC,BEL
53208,145,35,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,higher,0.09999999999999998,0.91,notPOST,PRE
37367,50,37,male,English,AmE,graduated college,""":""n/a""}",subway,nai,q-stop,stop,lower,0.49,0.49,notPOST,PRE
70934.39999999851,222,49,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,lower,0.01,0.9,BEL,CC
61322.90000000596,8,72,female,English,AmE,some college,""":""Easy choice""}",subway,ai,q-stop,stop,higher,1,0,PRE,notPOST
67122.39999771118,536,35,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,0.98,0.6,CC,BEL
64258,196,34,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,higher,0.91,0.31000000000000005,PRE,notPOST
46135,614,42,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
37161.39999997616,326,37,male,English,AmE,hold a higher degree,""":""""}",subway,nai,neg-know,know,higher,0.37,0.93,BEL,CC
800177.3999999985,221,40,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,0.30000000000000004,0.68,notPOST,PRE
34796.89999997616,350,31,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,lower,0.06,0.91,BEL,CC
87387,236,63,female,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,higher,0.57,0.66,CC,BEL
42732.29999999702,101,43,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,0.36,0.74,notPOST,PRE
97730.79999995232,193,53,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-know,know,higher,1,1,CC,BEL
135361.79999995232,636,41,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0.16,0.31,BEL,CC
53685,529,41,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,0.12,0.1,BEL,CC
59390.09999999963,13,27,male,English,AmE,graduated high school,""":""none""}",petshelter,ai,neg-stop,stop,higher,0.99,0.25,PRE,notPOST
45147,580,43,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,higher,1,0.020000000000000018,PRE,notPOST
75162,98,42,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-stop,stop,higher,0,1,notPOST,PRE
